mass  -2              -1              0              +1              +2              Obs
2.2 0.0383972153068 0.0577180348337 0.0910156220198 0.142458558083 0.209320098162 0.0874895906558
2.222 0.0382324233651 0.0574703253806 0.0906250029802 0.14227758348 0.208682775497 0.0715387576347
2.245 0.0383972153068 0.0577180348337 0.0910156220198 0.142458558083 0.208988279104 0.0688353537143
2.267 0.0380676276982 0.0572226047516 0.0902343764901 0.141235738993 0.207358881831 0.0900813626718
2.29 0.0379028320312 0.0569748878479 0.08984375 0.140837684274 0.206590816379 0.112165789555
2.313 0.0380676276982 0.0572226047516 0.0902343764901 0.141235738993 0.207029908895 0.143532483852
2.336 0.0379028320312 0.0569748878479 0.08984375 0.140837684274 0.206590816379 0.0805053365655
2.359 0.0379028320312 0.0569748878479 0.08984375 0.140837684274 0.206590816379 0.074047139831
2.383 0.0379028320312 0.0565690994263 0.08984375 0.140197604895 0.205873638391 0.0901687753212
2.406 0.0377380363643 0.0567271709442 0.0894531235099 0.140012919903 0.205400496721 0.118780103854
2.43 0.0375732406974 0.0564794503152 0.0890624970198 0.139401495457 0.204341188073 0.141722745373
2.455 0.0375732406974 0.0564794503152 0.0890624970198 0.13961301744 0.204794377089 0.114003395639
2.479 0.0375732406974 0.0564794503152 0.0890624970198 0.139401495457 0.204665899277 0.0644026426136
2.504 0.0377380363643 0.0563231445849 0.0894531235099 0.139800474048 0.205107986927 0.0691057745655
2.529 0.0375732406974 0.0564794503152 0.0890624970198 0.139824524522 0.2049228549 0.154430355113
2.554 0.0377380363643 0.0567271709442 0.0894531235099 0.140012919903 0.205563560128 0.203473238106
2.58 0.0370391830802 0.0566944107413 0.0894531235099 0.139800474048 0.205271244049 0.194945618028
4.201 0.0386169441044 0.0562793277204 0.0867187529802 0.13676276803 0.207444861531 0.0828454054883
4.243 0.0387908928096 0.0565328337252 0.0871093720198 0.137171939015 0.207947358489 0.0494357783567
4.286 0.0389648415148 0.0564071647823 0.0874999985099 0.137371465564 0.208646088839 0.0606037614447
4.328 0.0391387939453 0.0566589832306 0.087890625 0.138193458319 0.209694966674 0.0970054777453
4.372 0.0393127463758 0.0569108016789 0.0882812514901 0.139017298818 0.210744872689 0.121104177878
4.415 0.0393127463758 0.0572933703661 0.0882812514901 0.138807654381 0.20998570323 0.130682034593
4.46 0.0393127463758 0.0572933703661 0.0882812514901 0.139017298818 0.210104435682 0.105021793878
4.504 0.039486695081 0.0571626201272 0.0886718779802 0.139211267233 0.210634335876 0.0858438997799
4.549 0.0393127463758 0.0572933703661 0.0882812514901 0.139017298818 0.210104435682 0.0679105786942
4.595 0.039486695081 0.0571626201272 0.0886718779802 0.139211267233 0.210473120213 0.0649863213972
4.641 0.0393127463758 0.0572933703661 0.0882812514901 0.138597995043 0.208903849125 0.0693188468934
4.687 0.039486695081 0.0575468800962 0.0886718779802 0.139211267233 0.210150659084 0.116636407317
4.734 0.039486695081 0.0575468800962 0.0886718779802 0.139211267233 0.210150659084 0.155516121116
4.781 0.039486695081 0.0575468800962 0.0886718779802 0.139421850443 0.210270762444 0.123629911616
4.829 0.0398345924914 0.0576662532985 0.0894531235099 0.140012919903 0.210455402732 0.0630330635054
4.877 0.0398345924914 0.0576662532985 0.0894531235099 0.140012919903 0.210455402732 0.0647072152875
4.926 0.0400085449219 0.0583074092865 0.08984375 0.140837684274 0.211824893951 0.0833991934055
4.975 0.0401824973524 0.0585609227419 0.0902343764901 0.141664326191 0.213197484612 0.0911754141976
5.025 0.0405303947628 0.0586735233665 0.0910156220198 0.142458558083 0.214131474495 0.108529175651
5.075 0.040704343468 0.0589253418148 0.0914062485099 0.143069967628 0.214883878827 0.101006556718
5.126 0.0408782958984 0.0591771602631 0.091796875 0.143681377172 0.216304183006 0.0970030316524
5.177 0.0410522483289 0.0594289787114 0.0921875014901 0.144730657339 0.217476919293 0.0843905412571
5.229 0.0410522483289 0.0594289787114 0.0921875014901 0.144292786717 0.216384395957 0.0803388993414
5.282 0.0405029319227 0.0600311309099 0.0925781279802 0.14468434453 0.217004567385 0.0946509432044
5.334 0.0406738258898 0.0602844208479 0.0929687470198 0.145515605807 0.218387633562 0.151877571104
5.388 0.0408447273076 0.0605377182364 0.0933593735099 0.146127015352 0.219305232167 0.172609506131
5.442 0.041015625 0.060791015625 0.09375 0.146738424897 0.220222815871 0.0931892391576
5.496 0.0411865226924 0.0610443130136 0.0941406264901 0.147349834442 0.221140414476 0.0570644062908
5.551 0.0415283180773 0.0615509003401 0.0949218720198 0.148798078299 0.223106369376 0.0582391125802
5.606 0.0416992194951 0.0618041977286 0.0953124985099 0.1487313658 0.222237125039 0.0696275805669
5.663 0.0418701171875 0.0620574951172 0.095703125 0.149795472622 0.223938524723 0.0850358934022
5.719 0.0420410148799 0.0623107925057 0.0960937514901 0.150406897068 0.224677398801 0.125041406317
5.776 0.0422119162977 0.0625640898943 0.0964843779802 0.151018306613 0.225942492485 0.131158003462
5.834 0.0423828102648 0.0628173798323 0.0968749970198 0.151629701257 0.226857215166 0.128672584932
5.892 0.0423828102648 0.0628173798323 0.0968749970198 0.151629701257 0.227033808827 0.207758839655
5.951 0.042724609375 0.0633239746094 0.09765625 0.152852535248 0.228864729404 0.0792857399636
6.011 0.0430664084852 0.0633979812264 0.0984375029802 0.154309123755 0.231728002429 0.0427520592516
6.071 0.0432373024523 0.0636495575309 0.0988281220198 0.15539085865 0.233277842402 0.0532887530028
6.132 0.0435791015625 0.0637149810791 0.099609375 0.15638269484 0.234985649586 0.13121703492
6.193 0.0437499992549 0.0644042938948 0.10000000149 0.156995952129 0.236270800233 0.215797930415
6.255 0.0437499992549 0.0644042938948 0.10000000149 0.156995952129 0.235543504357 0.218545786197
6.318 0.0440917946398 0.0644645690918 0.10078124702 0.157983139157 0.236878365278 0.123096583354
6.381 0.0442626960576 0.0651590377092 0.10117187351 0.158835753798 0.238671690226 0.0775704582705
6.445 0.04443359375 0.0654106140137 0.1015625 0.159931406379 0.239686951041 0.0772451998778
6.509 0.0446044914424 0.0656621903181 0.10195312649 0.160304412246 0.240654230118 0.0926386961429
6.574 0.0449462868273 0.0657138824463 0.10273437202 0.161532789469 0.24249830842 0.0894721545312
6.64 0.0451171882451 0.0664169341326 0.10312499851 0.162391886115 0.24318741262 0.135621929211
6.706 0.0448150634766 0.0671207457781 0.10429687798 0.163989573717 0.245807722211 0.186050693802
6.773 0.0449829101562 0.0673721283674 0.10468749702 0.164852365851 0.246872067451 0.125889668956
6.841 0.0451507568359 0.0676235184073 0.10507812351 0.165467485785 0.247602656484 0.0592271008408
6.909 0.0454864501953 0.0681262984872 0.10585937649 0.166697740555 0.249635577202 0.142097611915
6.978 0.0459899902344 0.0684035792947 0.10703124851 0.168034732342 0.251715958118 0.143687789214
7.048 0.0463256835938 0.0689028725028 0.10781250149 0.169773340225 0.25404587388 0.099231002494
7.119 0.0468292236328 0.0696518197656 0.10898437351 0.171618700027 0.257004886866 0.108540119471
7.19 0.0473327636719 0.0704007670283 0.11015625298 0.173464074731 0.259968161583 0.169028528176
7.262 0.0476684570312 0.0709000602365 0.11093749851 0.174694299698 0.261208295822 0.0752064859655
7.334 0.04833984375 0.0718986466527 0.11249999702 0.176887616515 0.264732331038 0.137086433227
7.408 0.0488433837891 0.0726475939155 0.11367187649 0.178730204701 0.267077118158 0.192627714948
7.482 0.0495147705078 0.0736461877823 0.115234375 0.181460633874 0.271325528622 0.115054016363
7.557 0.0494384765625 0.0748443603516 0.1171875 0.184257939458 0.275762826204 0.163325717366
7.632 0.0905700698495 0.117268703878 0.16328124702 0.235405623913 0.333778381348 0.332880649076
7.709 0.0510864257812 0.0767922401428 0.12109375 0.190687447786 0.285341352224 0.221130756751
7.786 0.0517456047237 0.0783370956779 0.12265624851 0.19402179122 0.290637224913 0.129268070295
7.864 0.052734375 0.079833984375 0.125 0.197729215026 0.296190798283 0.0794346614637
